match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2019-08-16,1,-1.0,-1.0,-1.0,-1.0,ath bilbao,barcelona,Home,Away,Away
2,2019-08-17,1,-2.0,-2.0,-1.0,-1.0,leganes,osasuna,Away,Draw,Home
3,2019-08-17,1,-3.0,-3.0,-1.0,-1.0,mallorca,eibar,Home,Away,Away
4,2019-08-17,1,-2.35,-2.35,0.65,0.65,celta,real madrid,Away,Away,Away
5,2019-08-17,1,0.45,-3.35,2.8,-1.0,villarreal,granada,Draw,Draw,Home
6,2019-08-17,1,3.2,-4.35,2.75,-1.0,valencia,sociedad,Draw,Draw,Home
7,2019-08-18,1,2.2,-3.2,-1.0,1.15,alaves,levante,Home,Draw,Home
8,2019-08-18,1,1.2,-1.9,-1.0,1.3,espanol,sevilla,Away,Draw,Away
9,2019-08-18,1,0.2,-2.9,-1.0,-1.0,betis,valladolid,Away,Home,Home
10,2019-08-18,1,0.64,-2.46,0.44,0.44,ath madrid,getafe,Home,Home,Home
11,2019-08-23,2,-0.36,-0.91,-1.0,1.55,levante,villarreal,Home,Draw,Home
12,2019-08-23,2,0.59,0.04,0.95,0.95,granada,sevilla,Away,Away,Away
13,2019-08-24,2,-0.41,-0.96,-1.0,-1.0,osasuna,eibar,Draw,Away,Home
14,2019-08-24,2,-1.41,-1.96,-1.0,-1.0,real madrid,valladolid,Draw,Home,Home
15,2019-08-24,2,-2.41,-2.96,-1.0,-1.0,celta,valencia,Home,Away,Away
16,2019-08-24,2,-0.41,-3.96,2.0,-1.0,getafe,ath bilbao,Draw,Draw,Home
17,2019-08-25,2,-1.41,-4.96,-1.0,-1.0,alaves,espanol,Draw,Away,Home
18,2019-08-25,2,-0.01,-3.56,1.4,1.4,mallorca,sociedad,Away,Away,Away
19,2019-08-25,2,0.79,-2.76,0.8,0.8,leganes,ath madrid,Away,Away,Away
20,2019-08-25,2,1.04,-2.51,0.25,0.25,barcelona,betis,Home,Home,Home
21,2019-08-30,3,0.04,-3.51,-1.0,-1.0,sevilla,celta,Draw,Home,Home
22,2019-08-30,3,-0.96,-2.21,-1.0,1.3,ath bilbao,sociedad,Home,Draw,Home
23,2019-08-31,3,-1.96,-1.26,-1.0,0.95,betis,leganes,Home,Draw,Home
24,2019-08-31,3,-2.96,-0.26,-1.0,1.0,levante,valladolid,Home,Draw,Home
25,2019-08-31,3,-0.56,-1.26,2.4,-1.0,getafe,alaves,Draw,Draw,Home
26,2019-08-31,3,-1.56,-2.26,-1.0,-1.0,osasuna,barcelona,Draw,Away,Away
27,2019-09-01,3,-1.16,-1.86,0.4,0.4,valencia,mallorca,Home,Home,Home
28,2019-09-01,3,-0.76,-1.46,0.4,0.4,ath madrid,eibar,Home,Home,Home
29,2019-09-01,3,-1.76,-2.46,-1.0,-1.0,espanol,granada,Away,Draw,Home
30,2019-09-01,3,-2.76,-3.46,-1.0,-1.0,villarreal,real madrid,Draw,Away,Away
31,2019-09-13,4,-3.76,-4.46,-1.0,-1.0,mallorca,ath bilbao,Draw,Away,Away
32,2019-09-14,4,-3.54,-4.24,0.22,0.22,real madrid,levante,Home,Home,Home
33,2019-09-14,4,-1.34,-5.24,2.2,-1.0,leganes,villarreal,Away,Away,Home
34,2019-09-14,4,-2.34,-6.24,-1.0,-1.0,sociedad,ath madrid,Home,Away,Away
35,2019-09-14,4,-1.9,-5.8,0.44,0.44,barcelona,valencia,Home,Home,Home
36,2019-09-15,4,-2.9,-4.8,-1.0,1.0,alaves,sevilla,Away,Draw,Away
37,2019-09-15,4,-0.8,-5.8,2.1,-1.0,valladolid,osasuna,Draw,Draw,Home
38,2019-09-15,4,-1.8,-6.8,-1.0,-1.0,eibar,espanol,Away,Draw,Home
39,2019-09-15,4,-2.8,-7.8,-1.0,-1.0,celta,granada,Away,Draw,Home
40,2019-09-15,4,-3.8,-8.8,-1.0,-1.0,betis,getafe,Draw,Away,Home
